dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,hr
2011-11-20,4,0,11,0,0,0,2,0.52,0.5,0.68,0.1045,23,90,113,20.0
2011-11-20,4,0,11,0,0,0,2,0.48,0.4697,0.77,0.0896,11,94,105,21.0
2011-11-20,4,0,11,0,0,0,3,0.46,0.4545,0.88,0.0896,5,35,40,22.0
2011-11-20,4,0,11,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,28,23.0
2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0.0,4,13,17,0.0
2011-11-21,4,0,11,0,1,1,3,0.46,0.4545,0.94,0.194,4,8,12,1.0
2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1.0,0.194,1,2,3,2.0
2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1.0,0.1343,0,4,4,3.0
2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,1.0,0.1343,0,5,5,4.0
2011-11-21,4,0,11,0,1,1,2,0.44,0.4394,1.0,0.0,0,20,20,5.0
2011-11-21,4,0,11,0,1,1,2,0.42,0.4242,1.0,0.0,0,76,76,6.0
2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0.1642,17,229,246,7.0
2011-11-21,4,0,11,0,1,1,2,0.46,0.4545,0.94,0.0,13,378,391,8.0
2011-11-21,4,0,11,0,1,1,2,0.48,0.4697,0.94,0.1045,15,222,237,9.0
2011-11-21,4,0,11,0,1,1,2,0.52,0.5,0.83,0.0,25,110,135,10.0
2011-11-21,4,0,11,0,1,1,2,0.52,0.5,0.83,0.1045,16,112,128,11.0
2011-11-21,4,0,11,0,1,1,2,0.5,0.4848,0.77,0.1343,24,138,162,12.0
2011-11-21,4,0,11,0,1,1,2,0.5,0.4848,0.77,0.1343,13,121,134,13.0
2011-11-21,4,0,11,0,1,1,2,0.48,0.4697,0.82,0.194,14,121,135,14.0
2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,0.94,0.2239,15,93,108,15.0
2011-11-21,4,0,11,0,1,1,3,0.44,0.4394,0.94,0.2239,13,95,108,16.0
2011-11-21,4,0,11,0,1,1,3,0.42,0.4242,0.94,0.2985,10,200,210,17.0
2011-11-21,4,0,11,0,1,1,3,0.42,0.4242,0.88,0.194,8,184,192,18.0
2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.94,0.194,2,135,137,19.0
2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.2239,5,75,80,20.0
2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1642,11,103,114,21.0
2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1343,6,72,78,22.0
2011-11-21,4,0,11,0,1,1,3,0.4,0.4091,0.87,0.1642,4,29,33,23.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14,0.0
2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.1343,1,5,6,1.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,1.0,0.1045,2,4,6,2.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,1.0,0.1045,1,2,3,3.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1642,0,7,7,4.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.1642,1,17,18,5.0
2011-11-22,4,0,11,0,2,1,2,0.38,0.3939,0.94,0.1045,1,63,64,6.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.2239,2,119,121,7.0
2011-11-22,4,0,11,0,2,1,3,0.38,0.3939,0.94,0.2239,5,185,190,8.0
2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.0,2,147,149,9.0
2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.0,6,46,52,10.0
2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.1343,4,28,32,11.0
2011-11-22,4,0,11,0,2,1,3,0.4,0.4091,1.0,0.0896,3,18,21,12.0
2011-11-22,4,0,11,0,2,1,3,0.42,0.4242,1.0,0.0896,4,22,26,13.0
2011-11-22,4,0,11,0,2,1,3,0.42,0.4242,1.0,0.0896,4,31,35,14.0
2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,0.94,0.0,2,32,34,15.0
2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,0.94,0.0,3,59,62,16.0
2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,1.0,0.0896,4,161,165,17.0
2011-11-22,4,0,11,0,2,1,3,0.44,0.4394,1.0,0.0,0,148,148,18.0
2011-11-22,4,0,11,0,2,1,3,0.46,0.4545,0.94,0.1045,5,106,111,19.0
2011-11-22,4,0,11,0,2,1,2,0.46,0.4545,1.0,0.2239,6,121,127,20.0
2011-11-22,4,0,11,0,2,1,2,0.46,0.4545,1.0,0.2537,4,86,90,21.0
2011-11-22,4,0,11,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,87,22.0
2011-11-22,4,0,11,0,2,1,2,0.48,0.4697,0.94,0.2537,3,36,39,23.0
2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16,0.0
2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.2985,0,8,8,1.0
2011-11-23,4,0,11,0,3,1,3,0.5,0.4848,0.94,0.3582,1,5,6,2.0
2011-11-23,4,0,11,0,3,1,3,0.5,0.4848,0.94,0.3582,1,2,3,3.0
2011-11-23,4,0,11,0,3,1,3,0.52,0.5,0.88,0.3582,0,5,5,4.0
2011-11-23,4,0,11,0,3,1,2,0.46,0.4545,0.94,0.194,1,16,17,5.0
2011-11-23,4,0,11,0,3,1,2,0.44,0.4394,1.0,0.0,1,68,69,6.0
2011-11-23,4,0,11,0,3,1,2,0.46,0.4545,1.0,0.0896,2,154,156,7.0
2011-11-23,4,0,11,0,3,1,2,0.48,0.4697,0.94,0.1045,7,316,323,8.0
2011-11-23,4,0,11,0,3,1,2,0.52,0.5,0.94,0.194,3,164,167,9.0
2011-11-23,4,0,11,0,3,1,2,0.52,0.5,0.94,0.194,6,70,76,10.0
2011-11-23,4,0,11,0,3,1,2,0.5,0.4848,0.72,0.4179,9,107,116,11.0
2011-11-23,4,0,11,0,3,1,1,0.48,0.4697,0.55,0.4179,9,151,160,12.0
2011-11-23,4,0,11,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174,13.0
2011-11-23,4,0,11,0,3,1,1,0.42,0.4242,0.54,0.4627,13,200,213,14.0
2011-11-23,4,0,11,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207,15.0
2011-11-23,4,0,11,0,3,1,2,0.4,0.4091,0.62,0.4627,4,169,173,16.0
2011-11-23,4,0,11,0,3,1,3,0.38,0.3939,0.71,0.3881,7,156,163,17.0
2011-11-23,4,0,11,0,3,1,2,0.4,0.4091,0.58,0.5224,7,138,145,18.0
2011-11-23,4,0,11,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122,19.0
2011-11-23,4,0,11,0,3,1,1,0.36,0.3333,0.62,0.3881,1,67,68,20.0
2011-11-23,4,0,11,0,3,1,1,0.36,0.3182,0.57,0.4627,0,66,66,21.0
2011-11-23,4,0,11,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62,22.0
2011-11-23,4,0,11,0,3,1,1,0.34,0.303,0.61,0.3582,4,47,51,23.0
2011-11-24,4,0,11,1,4,0,1,0.32,0.303,0.57,0.2239,1,22,23,0.0
2011-11-24,4,0,11,1,4,0,1,0.32,0.2879,0.57,0.4179,1,23,24,1.0
2011-11-24,4,0,11,1,4,0,1,0.3,0.2879,0.61,0.2836,3,19,22,2.0
2011-11-24,4,0,11,1,4,0,1,0.28,0.2879,0.65,0.1343,1,4,5,3.0
2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.0896,1,1,2,4.0
2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.1045,1,10,11,5.0
2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.61,0.0896,1,5,6,6.0
2011-11-24,4,0,11,1,4,0,1,0.26,0.2727,0.75,0.1045,9,31,40,7.0
2011-11-24,4,0,11,1,4,0,1,0.3,0.3182,0.65,0.0896,4,42,46,8.0
2011-11-24,4,0,11,1,4,0,1,0.34,0.3485,0.61,0.0,13,68,81,9.0
2011-11-24,4,0,11,1,4,0,1,0.36,0.3788,0.57,0.0,34,64,98,10.0
2011-11-24,4,0,11,1,4,0,1,0.42,0.4242,0.41,0.2985,52,90,142,11.0
2011-11-24,4,0,11,1,4,0,1,0.46,0.4545,0.36,0.2239,62,88,150,12.0
2011-11-24,4,0,11,1,4,0,1,0.48,0.4697,0.33,0.2239,84,91,175,13.0
2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.31,0.2985,74,94,168,14.0
2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,149,15.0
2011-11-24,4,0,11,1,4,0,1,0.5,0.4848,0.34,0.2836,48,66,114,16.0
2011-11-24,4,0,11,1,4,0,1,0.48,0.4697,0.33,0.1045,34,40,74,17.0
2011-11-24,4,0,11,1,4,0,1,0.42,0.4242,0.5,0.0896,13,24,37,18.0
2011-11-24,4,0,11,1,4,0,1,0.4,0.4091,0.54,0.1045,15,13,28,19.0
2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.76,0.1642,14,17,31,20.0
2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.71,0.1642,7,19,26,21.0
2011-11-24,4,0,11,1,4,0,1,0.36,0.3485,0.71,0.1642,8,14,22,22.0
2011-11-24,4,0,11,1,4,0,1,0.34,0.3485,0.76,0.1045,2,19,21,23.0
2011-11-25,4,0,11,0,5,1,1,0.34,0.3333,0.76,0.1642,7,22,29,0.0
2011-11-25,4,0,11,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14,1.0
2011-11-25,4,0,11,0,5,1,1,0.28,0.2879,0.81,0.1045,4,6,10,2.0
2011-11-25,4,0,11,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2,3.0
2011-11-25,4,0,11,0,5,1,1,0.3,0.3182,0.75,0.1045,4,3,7,4.0
2011-11-25,4,0,11,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5,5.0
2011-11-25,4,0,11,0,5,1,1,0.26,0.2727,0.81,0.1045,4,9,13,6.0
2011-11-25,4,0,11,0,5,1,1,0.26,0.303,0.81,0.0,4,31,35,7.0
2011-11-25,4,0,11,0,5,1,1,0.26,0.2727,0.81,0.1343,6,68,74,8.0
2011-11-25,4,0,11,0,5,1,1,0.32,0.3485,0.76,0.0,25,70,95,9.0
2011-11-25,4,0,11,0,5,1,1,0.36,0.3485,0.71,0.1642,60,82,142,10.0
2011-11-25,4,0,11,0,5,1,1,0.4,0.4091,0.66,0.1045,99,127,226,11.0
2011-11-25,4,0,11,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272,12.0
2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.45,0.2239,143,140,283,13.0
2011-11-25,4,0,11,0,5,1,1,0.52,0.5,0.39,0.2239,122,150,272,14.0
2011-11-25,4,0,11,0,5,1,1,0.52,0.5,0.36,0.194,165,145,310,15.0
2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.39,0.1642,122,139,261,16.0
2011-11-25,4,0,11,0,5,1,1,0.5,0.4848,0.34,0.1045,57,127,184,17.0
2011-11-25,4,0,11,0,5,1,1,0.46,0.4545,0.44,0.0896,45,108,153,18.0
2011-11-25,4,0,11,0,5,1,1,0.42,0.4242,0.67,0.0,38,96,134,19.0
2011-11-25,4,0,11,0,5,1,1,0.4,0.4091,0.58,0.0896,19,76,95,20.0
2011-11-25,4,0,11,0,5,1,1,0.36,0.3788,0.71,0.0,24,61,85,21.0
2011-11-25,4,0,11,0,5,1,1,0.34,0.3485,0.71,0.0896,12,46,58,22.0
2011-11-25,4,0,11,0,5,1,1,0.34,0.3485,0.76,0.1045,5,28,33,23.0
2011-11-26,4,0,11,0,6,0,1,0.34,0.3485,0.76,0.1045,9,38,47,0.0
2011-11-26,4,0,11,0,6,0,1,0.32,0.3333,0.76,0.0896,5,24,29,1.0
2011-11-26,4,0,11,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23,2.0
2011-11-26,4,0,11,0,6,0,1,0.3,0.3333,0.81,0.0,8,9,17,3.0
2011-11-26,4,0,11,0,6,0,1,0.3,0.3333,0.81,0.0,0,4,4,4.0
2011-11-26,4,0,11,0,6,0,1,0.3,0.3182,0.75,0.1045,0,3,3,5.0
2011-11-26,4,0,11,0,6,0,2,0.3,0.3182,0.75,0.0896,2,8,10,6.0
2011-11-26,4,0,11,0,6,0,1,0.26,0.2727,0.87,0.1045,4,13,17,7.0
2011-11-26,4,0,11,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60,8.0
2011-11-26,4,0,11,0,6,0,1,0.34,0.3485,0.76,0.0896,16,67,83,9.0
2011-11-26,4,0,11,0,6,0,1,0.36,0.3788,0.81,0.0,57,84,141,10.0
2011-11-26,4,0,11,0,6,0,1,0.4,0.4091,0.62,0.1045,107,123,230,11.0
2011-11-26,4,0,11,0,6,0,1,0.44,0.4394,0.51,0.0,137,172,309,12.0
2011-11-26,4,0,11,0,6,0,1,0.48,0.4697,0.44,0.0,177,148,325,13.0
2011-11-26,4,0,11,0,6,0,2,0.48,0.4697,0.48,0.1343,141,158,299,14.0
2011-11-26,4,0,11,0,6,0,2,0.5,0.4848,0.42,0.1045,154,160,314,15.0
2011-11-26,4,0,11,0,6,0,2,0.46,0.4545,0.47,0.1343,137,138,275,16.0
2011-11-26,4,0,11,0,6,0,2,0.46,0.4545,0.47,0.1343,62,122,184,17.0
2011-11-26,4,0,11,0,6,0,2,0.42,0.4242,0.62,0.1642,67,118,185,18.0
2011-11-26,4,0,11,0,6,0,2,0.4,0.4091,0.71,0.0896,46,100,146,19.0
2011-11-26,4,0,11,0,6,0,2,0.42,0.4242,0.58,0.0,55,86,141,20.0
2011-11-26,4,0,11,0,6,0,2,0.38,0.3939,0.82,0.0,20,72,92,21.0
2011-11-26,4,0,11,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65,22.0
2011-11-26,4,0,11,0,6,0,1,0.36,0.3788,0.81,0.0,18,51,69,23.0
2011-11-27,4,0,11,0,0,0,1,0.36,0.3788,0.81,0.0,7,39,46,0.0
2011-11-27,4,0,11,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44,1.0
2011-11-27,4,0,11,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31,2.0
2011-11-27,4,0,11,0,0,0,1,0.34,0.3636,0.87,0.0,9,8,17,3.0
2011-11-27,4,0,11,0,0,0,1,0.34,0.3485,0.87,0.1045,0,4,4,4.0
2011-11-27,4,0,11,0,0,0,1,0.36,0.3485,0.87,0.194,0,5,5,5.0
2011-11-27,4,0,11,0,0,0,1,0.38,0.3939,0.82,0.1642,0,9,9,6.0
2011-11-27,4,0,11,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,23,7.0
2011-11-27,4,0,11,0,0,0,1,0.4,0.4091,0.82,0.2985,6,36,42,8.0
2011-11-27,4,0,11,0,0,0,1,0.46,0.4545,0.72,0.2836,21,90,111,9.0
2011-11-27,4,0,11,0,0,0,1,0.46,0.4545,0.72,0.2836,58,131,189,10.0
2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.3582,83,157,240,11.0
2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.56,0.2836,63,193,256,12.0
2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.6,0.194,97,216,313,13.0
2011-11-27,4,0,11,0,0,0,1,0.62,0.6212,0.43,0.4627,113,200,313,14.0
2011-11-27,4,0,11,0,0,0,1,0.62,0.6212,0.43,0.2836,96,221,317,15.0
2011-11-27,4,0,11,0,0,0,1,0.56,0.5303,0.52,0.2537,94,229,323,16.0
2011-11-27,4,0,11,0,0,0,1,0.54,0.5152,0.56,0.194,37,167,204,17.0
2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.1642,25,130,155,18.0
2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.67,0.2239,30,109,139,19.0
2011-11-27,4,0,11,0,0,0,1,0.5,0.4848,0.63,0.2537,10,94,104,20.0
2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.67,0.2836,13,75,88,21.0
2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.72,0.2537,13,53,66,22.0
2011-11-27,4,0,11,0,0,0,1,0.48,0.4697,0.72,0.2537,5,27,32,23.0
2011-11-28,4,0,11,0,1,1,1,0.46,0.4545,0.77,0.2836,6,10,16,0.0
2011-11-28,4,0,11,0,1,1,1,0.46,0.4545,0.77,0.2985,1,12,13,1.0
2011-11-28,4,0,11,0,1,1,1,0.44,0.4394,0.88,0.2239,1,4,5,3.0
2011-11-28,4,0,11,0,1,1,1,0.44,0.4394,0.82,0.0896,0,4,4,4.0
2011-11-28,4,0,11,0,1,1,1,0.4,0.4091,0.87,0.0,0,34,34,5.0
2011-11-28,4,0,11,0,1,1,1,0.42,0.4242,0.82,0.0896,6,98,104,6.0
2011-11-28,4,0,11,0,1,1,1,0.42,0.4242,0.88,0.0,7,270,277,7.0
2011-11-28,4,0,11,0,1,1,2,0.42,0.4242,0.94,0.0,13,394,407,8.0
2011-11-28,4,0,11,0,1,1,2,0.44,0.4394,0.88,0.2239,17,191,208,9.0
2011-11-28,4,0,11,0,1,1,2,0.48,0.4697,0.77,0.1343,21,86,107,10.0
2011-11-28,4,0,11,0,1,1,2,0.52,0.5,0.68,0.1045,11,107,118,11.0
2011-11-28,4,0,11,0,1,1,1,0.56,0.5303,0.6,0.1045,13,165,178,12.0
2011-11-28,4,0,11,0,1,1,2,0.58,0.5455,0.56,0.0,25,137,162,13.0
2011-11-28,4,0,11,0,1,1,1,0.6,0.6212,0.56,0.0,14,129,143,14.0
2011-11-28,4,0,11,0,1,1,1,0.58,0.5455,0.6,0.1642,18,132,150,15.0
2011-11-28,4,0,11,0,1,1,1,0.56,0.5303,0.6,0.194,24,240,264,16.0
2011-11-28,4,0,11,0,1,1,1,0.58,0.5455,0.56,0.194,24,444,468,17.0
2011-11-28,4,0,11,0,1,1,1,0.56,0.5303,0.64,0.2239,20,396,416,18.0
2011-11-28,4,0,11,0,1,1,1,0.54,0.5152,0.73,0.2239,4,260,264,19.0
2011-11-28,4,0,11,0,1,1,2,0.54,0.5152,0.73,0.2537,12,206,218,20.0
2011-11-28,4,0,11,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156,21.0
2011-11-28,4,0,11,0,1,1,2,0.52,0.5,0.83,0.1045,7,102,109,22.0
2011-11-28,4,0,11,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46,23.0
2011-11-29,4,0,11,0,2,1,1,0.52,0.5,0.83,0.0,4,18,22,0.0
2011-11-29,4,0,11,0,2,1,1,0.52,0.5,0.83,0.0896,1,16,17,1.0
2011-11-29,4,0,11,0,2,1,2,0.5,0.4848,0.88,0.0,0,5,5,2.0
2011-11-29,4,0,11,0,2,1,2,0.5,0.4848,0.88,0.0,0,2,2,3.0
2011-11-29,4,0,11,0,2,1,2,0.52,0.5,0.83,0.3284,1,5,6,4.0
2011-11-29,4,0,11,0,2,1,1,0.5,0.4848,0.88,0.2836,1,21,22,5.0
2011-11-29,4,0,11,0,2,1,1,0.52,0.5,0.83,0.2836,1,88,89,6.0
2011-11-29,4,0,11,0,2,1,1,0.52,0.5,0.77,0.2239,12,330,342,7.0
2011-11-29,4,0,11,0,2,1,1,0.54,0.5152,0.77,0.2836,9,440,449,8.0
2011-11-29,4,0,11,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202,9.0
2011-11-29,4,0,11,0,2,1,3,0.56,0.5303,0.73,0.4179,2,34,36,10.0
2011-11-29,4,0,11,0,2,1,3,0.5,0.4848,0.88,0.2985,1,10,11,11.0
2011-11-29,4,0,11,0,2,1,3,0.42,0.4242,0.82,0.4179,1,17,18,12.0
2011-11-29,4,0,11,0,2,1,3,0.42,0.4242,0.77,0.2836,0,22,22,13.0
2011-11-29,4,0,11,0,2,1,3,0.4,0.4091,0.94,0.194,1,35,36,14.0
2011-11-29,4,0,11,0,2,1,3,0.4,0.4091,0.87,0.3284,5,60,65,15.0
2011-11-29,4,0,11,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151,16.0
2011-11-29,4,0,11,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354,17.0
2011-11-29,4,0,11,0,2,1,2,0.4,0.4091,0.82,0.2985,11,347,358,18.0
2011-11-29,4,0,11,0,2,1,2,0.4,0.4091,0.82,0.3284,6,244,250,19.0
2011-11-29,4,0,11,0,2,1,2,0.38,0.3939,0.87,0.2537,8,176,184,20.0
2011-11-29,4,0,11,0,2,1,2,0.38,0.3939,0.87,0.2537,9,116,125,21.0
2011-11-29,4,0,11,0,2,1,1,0.38,0.3939,0.82,0.2985,5,90,95,22.0
2011-11-29,4,0,11,0,2,1,1,0.36,0.3333,0.76,0.3881,0,53,53,23.0
2011-11-30,4,0,11,0,3,1,1,0.36,0.3333,0.62,0.4179,1,23,24,0.0
2011-11-30,4,0,11,0,3,1,1,0.34,0.303,0.66,0.3284,0,8,8,1.0
2011-11-30,4,0,11,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5,2.0
2011-11-30,4,0,11,0,3,1,1,0.32,0.3182,0.7,0.1642,0,1,1,3.0
2011-11-30,4,0,11,0,3,1,1,0.3,0.2879,0.75,0.2239,0,5,5,4.0
2011-11-30,4,0,11,0,3,1,1,0.28,0.2727,0.81,0.194,1,21,22,5.0
2011-11-30,4,0,11,0,3,1,1,0.26,0.2727,0.87,0.1045,3,100,103,6.0
2011-11-30,4,0,11,0,3,1,1,0.26,0.2727,0.81,0.1045,9,276,285,7.0
2011-11-30,4,0,11,0,3,1,1,0.28,0.2727,0.81,0.194,13,465,478,8.0
2011-11-30,4,0,11,0,3,1,1,0.3,0.2879,0.75,0.2836,7,186,193,9.0
2011-11-30,4,0,11,0,3,1,1,0.34,0.3182,0.66,0.2239,15,95,110,10.0
2011-11-30,4,0,11,0,3,1,1,0.38,0.3939,0.54,0.2985,10,112,122,11.0
2011-11-30,4,0,11,0,3,1,2,0.36,0.3333,0.53,0.2836,12,148,160,12.0
2011-11-30,4,0,11,0,3,1,2,0.38,0.3939,0.43,0.3582,16,131,147,13.0
2011-11-30,4,0,11,0,3,1,2,0.38,0.3939,0.43,0.3582,13,99,112,14.0
2011-11-30,4,0,11,0,3,1,1,0.36,0.3333,0.46,0.3284,11,104,115,15.0
2011-11-30,4,0,11,0,3,1,1,0.36,0.3333,0.46,0.2836,27,199,226,16.0
2011-11-30,4,0,11,0,3,1,2,0.34,0.303,0.49,0.3284,15,365,380,17.0
2011-11-30,4,0,11,0,3,1,1,0.34,0.303,0.49,0.3284,7,369,376,18.0
2011-11-30,4,0,11,0,3,1,2,0.32,0.303,0.57,0.2836,6,273,279,19.0
2011-11-30,4,0,11,0,3,1,2,0.32,0.303,0.57,0.2836,6,184,190,20.0
2011-11-30,4,0,11,0,3,1,1,0.32,0.2879,0.53,0.3881,7,128,135,21.0
2011-11-30,4,0,11,0,3,1,1,0.3,0.2727,0.56,0.2985,5,82,87,22.0
2011-11-30,4,0,11,0,3,1,1,0.28,0.2576,0.52,0.2836,4,46,50,23.0
2011-12-01,4,0,12,0,4,1,1,0.28,0.2576,0.52,0.3284,1,19,20,0.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2424,0.6,0.2836,1,9,10,1.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2273,0.56,0.2985,1,8,9,2.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2424,0.56,0.2537,1,6,7,3.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,1,4.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2424,0.56,0.2537,1,23,24,5.0
2011-12-01,4,0,12,0,4,1,1,0.24,0.2121,0.65,0.2836,5,92,97,6.0
2011-12-01,4,0,12,0,4,1,1,0.24,0.2121,0.65,0.3582,11,265,276,7.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2273,0.6,0.3284,15,462,477,8.0
2011-12-01,4,0,12,0,4,1,1,0.3,0.2727,0.52,0.3284,9,215,224,9.0
2011-12-01,4,0,12,0,4,1,1,0.32,0.303,0.53,0.2985,7,86,93,10.0
2011-12-01,4,0,12,0,4,1,1,0.34,0.3182,0.49,0.2537,7,95,102,11.0
2011-12-01,4,0,12,0,4,1,1,0.36,0.3485,0.46,0.2239,9,139,148,12.0
2011-12-01,4,0,12,0,4,1,1,0.4,0.4091,0.4,0.2239,17,137,154,13.0
2011-12-01,4,0,12,0,4,1,1,0.4,0.4091,0.4,0.2239,20,130,150,14.0
2011-12-01,4,0,12,0,4,1,1,0.4,0.4091,0.4,0.2239,10,144,154,15.0
2011-12-01,4,0,12,0,4,1,1,0.4,0.4091,0.4,0.194,9,192,201,16.0
2011-12-01,4,0,12,0,4,1,1,0.36,0.3485,0.46,0.1343,9,409,418,17.0
2011-12-01,4,0,12,0,4,1,1,0.36,0.3636,0.43,0.1045,12,393,405,18.0
2011-12-01,4,0,12,0,4,1,1,0.34,0.3485,0.46,0.1045,9,219,228,19.0
2011-12-01,4,0,12,0,4,1,1,0.34,0.3485,0.46,0.1045,12,178,190,20.0
2011-12-01,4,0,12,0,4,1,1,0.3,0.3182,0.61,0.1045,8,154,162,21.0
2011-12-01,4,0,12,0,4,1,1,0.3,0.3333,0.61,0.0,5,99,104,22.0
2011-12-01,4,0,12,0,4,1,1,0.26,0.2879,0.7,0.0896,3,70,73,23.0
2011-12-02,4,0,12,0,5,1,1,0.26,0.2879,0.7,0.0896,6,32,38,0.0
2011-12-02,4,0,12,0,5,1,1,0.24,0.2879,0.75,0.0,1,14,15,1.0
2011-12-02,4,0,12,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10,2.0
2011-12-02,4,0,12,0,5,1,1,0.22,0.2727,0.8,0.0,0,1,1,3.0
2011-12-02,4,0,12,0,5,1,1,0.22,0.2727,0.8,0.0,0,3,3,4.0
2011-12-02,4,0,12,0,5,1,1,0.22,0.2576,0.8,0.0896,0,23,23,5.0
2011-12-02,4,0,12,0,5,1,1,0.22,0.2727,0.8,0.0,3,84,87,6.0
2011-12-02,4,0,12,0,5,1,1,0.22,0.2576,0.87,0.0896,6,199,205,7.0
2011-12-02,4,0,12,0,5,1,1,0.24,0.2879,0.87,0.0,13,432,445,8.0
2011-12-02,4,0,12,0,5,1,1,0.28,0.3182,0.81,0.0,12,234,246,9.0
2011-12-02,4,0,12,0,5,1,1,0.3,0.2879,0.75,0.2239,16,89,105,10.0
2011-12-02,4,0,12,0,5,1,1,0.34,0.3333,0.66,0.1642,18,142,160,11.0
2011-12-02,4,0,12,0,5,1,1,0.36,0.3485,0.57,0.1343,18,186,204,12.0
2011-12-02,4,0,12,0,5,1,1,0.4,0.4091,0.47,0.1343,19,188,207,13.0
2011-12-02,4,0,12,0,5,1,1,0.42,0.4242,0.44,0.1045,25,145,170,14.0
2011-12-02,4,0,12,0,5,1,1,0.42,0.4242,0.41,0.0896,24,175,199,15.0
2011-12-02,4,0,12,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,276,16.0
2011-12-02,4,0,12,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411,17.0
2011-12-02,4,0,12,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372,18.0
